species,Entity1,Relationship,Entity2,Property
非洲大蜗牛,非洲大蜗牛,REPORTED_IN,茂名市,year=null;status=分布
非洲大蜗牛,非洲大蜗牛,REPORTED_IN,莫安达,year=null;status=分布
非洲大蜗牛,非洲大蜗牛,REPORTED_IN,莫达汉府,year=null;status=分布
非洲大蜗牛,非洲大蜗牛,REPORTED_IN,莲前街道瑞景公园小区,year=2025;status=分布
非洲大蜗牛,非洲大蜗牛,REPORTED_IN,菲律宾,year=null;status=分布
非洲大蜗牛,非洲大蜗牛,REPORTED_IN,董里府,year=null;status=分布
非洲大蜗牛,非洲大蜗牛,REPORTED_IN,西孟加拉邦,year=null;status=分布
非洲大蜗牛,非洲大蜗牛,REPORTED_IN,西恩富戈斯省,year=null;status=分布
非洲大蜗牛,非洲大蜗牛,REPORTED_IN,西沙群岛,year=null;status=分布
非洲大蜗牛,非洲大蜗牛,REPORTED_IN,谢戈德阿维拉省,year=null;status=分布
非洲大蜗牛,非洲大蜗牛,REPORTED_IN,贵州省,year=null;status=分布
非洲大蜗牛,非洲大蜗牛,REPORTED_IN,贾坎德邦,year=null;status=分布
非洲大蜗牛,非洲大蜗牛,REPORTED_IN,达叻府,year=null;status=分布
非洲大蜗牛,非洲大蜗牛,REPORTED_IN,那加兰邦,year=null;status=分布
非洲大蜗牛,非洲大蜗牛,REPORTED_IN,那拉提瓦府,year=null;status=分布
非洲大蜗牛,非洲大蜗牛,REPORTED_IN,那空拍侬府,year=null;status=分布
非洲大蜗牛,非洲大蜗牛,REPORTED_IN,那空是贪玛叻府,year=null;status=分布
非洲大蜗牛,非洲大蜗牛,REPORTED_IN,那空沙旺府,year=null;status=分布
非洲大蜗牛,非洲大蜗牛,REPORTED_IN,那空那育府,year=null;status=分布
非洲大蜗牛,非洲大蜗牛,REPORTED_IN,里约热内卢州,year=null;status=分布
非洲大蜗牛,非洲大蜗牛,REPORTED_IN,金华市,year=null;status=养殖
非洲大蜗牛,非洲大蜗牛,REPORTED_IN,金榜公园,year=2025;status=分布
非洲大蜗牛,非洲大蜗牛,REPORTED_IN,锡金邦,year=null;status=分布
非洲大蜗牛,非洲大蜗牛,REPORTED_IN,长江以南地区,year=null;status=分布
非洲大蜗牛,非洲大蜗牛,REPORTED_IN,闽南沿海地区,year=null;status=分布
非洲大蜗牛,非洲大蜗牛,REPORTED_IN,阿克里州,year=null;status=分布
非洲大蜗牛,非洲大蜗牛,REPORTED_IN,阿尔特米萨省,year=null;status=分布
非洲大蜗牛,非洲大蜗牛,REPORTED_IN,阿拉戈斯州,year=null;status=分布
非洲大蜗牛,非洲大蜗牛,REPORTED_IN,阿萨姆邦,year=null;status=分布
非洲大蜗牛,非洲大蜗牛,REPORTED_IN,阿马帕州,year=null;status=分布
非洲大蜗牛,非洲大蜗牛,REPORTED_IN,难府,year=null;status=分布
非洲大蜗牛,非洲大蜗牛,REPORTED_IN,青年岛特区,year=null;status=分布
非洲大蜗牛,非洲大蜗牛,REPORTED_IN,香港,year=null;status=分布
非洲大蜗牛,非洲大蜗牛,REPORTED_IN,香港特别行政区,year=null;status=分布
非洲大蜗牛,非洲大蜗牛,REPORTED_IN,马亚贝克省,year=null;status=分布
非洲大蜗牛,非洲大蜗牛,REPORTED_IN,马关县,year=2001;status=发现
非洲大蜗牛,非洲大蜗牛,REPORTED_IN,马卡帕,year=null;status=分布
非洲大蜗牛,非洲大蜗牛,REPORTED_IN,马卡帕市,year=null;status=分布
非洲大蜗牛,非洲大蜗牛,REPORTED_IN,马哈拉施特拉邦,year=null;status=分布
非洲大蜗牛,非洲大蜗牛,REPORTED_IN,马坦萨斯省,year=null;status=分布
非洲大蜗牛,非洲大蜗牛,REPORTED_IN,马托格罗索州,year=null;status=分布
非洲大蜗牛,非洲大蜗牛,REPORTED_IN,马拉尼昂州,year=null;status=分布
非洲大蜗牛,非洲大蜗牛,REPORTED_IN,马来西亚,year=null;status=分布
非洲大蜗牛,非洲大蜗牛,REPORTED_IN,马格达莱纳省,year=null;status=分布
非洲大蜗牛,非洲大蜗牛,REPORTED_IN,马达加斯加,year=null;status=分布
非洲大蜗牛,非洲大蜗牛,REPORTED_IN,马达加斯加岛,year=1800;status=入侵
非洲大蜗牛,非洲大蜗牛,REPORTED_IN,麻栗坡县,year=2001;status=发现
非洲大蜗牛,非洲大蜗牛,REPORTED_IN,黎府,year=null;status=分布
非洲大蜗牛,非洲大蜗牛,REPORTED_IN,黎逸府,year=null;status=分布
非洲大蜗牛,非洲大蜗牛,REPORTED_IN,龙仔厝府,year=null;status=分布
非洲大蜗牛,非洲大蜗牛,REPORTED_IN,龙海市,year=null;status=分布
鳄雀鳝,鳄雀鳝,REPORTED_IN,三一河,year=2001;status=记录
鳄雀鳝,鳄雀鳝,REPORTED_IN,上海市,year=null;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,东湖海洋世界,"year=2022,status=饲养"
鳄雀鳝,鳄雀鳝,REPORTED_IN,中国,year=null;status=外来入侵物种
鳄雀鳝,鳄雀鳝,REPORTED_IN,中美洲,year=null;status=原产地
鳄雀鳝,鳄雀鳝,REPORTED_IN,乔塔德湖,year=2011;status=记录
鳄雀鳝,鳄雀鳝,REPORTED_IN,云南昆明,"year=2022,status=发现并捕获"
鳄雀鳝,鳄雀鳝,REPORTED_IN,云南省,year=null;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,云南省,year=2022;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,云禅湖,"year=2022,status=发现并捕获"
鳄雀鳝,鳄雀鳝,REPORTED_IN,伊利诺伊州,year=null;status=原生
鳄雀鳝,鳄雀鳝,REPORTED_IN,伊利诺伊州哥伦比亚市,year=null;status=历史记录
鳄雀鳝,鳄雀鳝,REPORTED_IN,佛罗里达州,year=null;status=原生
鳄雀鳝,鳄雀鳝,REPORTED_IN,俄亥俄州,year=null;status=已灭绝
鳄雀鳝,鳄雀鳝,REPORTED_IN,俄亥俄河下游,year=null;status=历史记录
鳄雀鳝,鳄雀鳝,REPORTED_IN,俄克拉荷马州,year=null;status=原生
鳄雀鳝,鳄雀鳝,REPORTED_IN,克什米尔,year=2023;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,典农河,"year=2022,status=发现"
鳄雀鳝,鳄雀鳝,REPORTED_IN,内布拉斯加州,year=null;status=已灭绝
鳄雀鳝,鳄雀鳝,REPORTED_IN,内蒙古自治区,year=null;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,凌水水库,year=null;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,加尔各答,year=2016;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,北京市,year=null;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,北京市,year=2022;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,印度,year=2015;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,印度尼西亚雅加达,year=2007;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,厦门同安放生池,"year=2026,status=发现并捕获"
鳄雀鳝,鳄雀鳝,REPORTED_IN,厦门市同安区,"year=2026,status=发现并捕获"
鳄雀鳝,鳄雀鳝,REPORTED_IN,古巴,year=null;status=原产地
鳄雀鳝,鳄雀鳝,REPORTED_IN,台州市,"year=2003,status=发现"
鳄雀鳝,鳄雀鳝,REPORTED_IN,台湾,year=null;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,吉林省,year=null;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,四川成都,"year=2022,status=发现"
鳄雀鳝,鳄雀鳝,REPORTED_IN,四川温江,"year=2022,status=发现"
鳄雀鳝,鳄雀鳝,REPORTED_IN,四川省,year=null;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,四川省,year=null;status=有野外分布记录
鳄雀鳝,鳄雀鳝,REPORTED_IN,四川自贡,"year=2022,status=发现并捕获"
鳄雀鳝,鳄雀鳝,REPORTED_IN,四川自贡小区,"year=2022,status=发现并捕获"
鳄雀鳝,鳄雀鳝,REPORTED_IN,土库曼斯坦,year=2008;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,埃森古利,year=2008;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,堪萨斯州,year=null;status=已灭绝
鳄雀鳝,鳄雀鳝,REPORTED_IN,塔毛利帕斯州,year=null;status=原生
鳄雀鳝,鳄雀鳝,REPORTED_IN,塞浦路斯,year=2020;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,墨西哥湾沿岸,year=null;status=原产地
鳄雀鳝,鳄雀鳝,REPORTED_IN,大沥凤东公园,"year=2022,status=发现"
鳄雀鳝,鳄雀鳝,REPORTED_IN,大沥镇,"year=2022,status=发现"
鳄雀鳝,鳄雀鳝,REPORTED_IN,大沥镇,year=2022-08-31;status=发现并抓捕
鳄雀鳝,鳄雀鳝,REPORTED_IN,天津市,year=null;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,宁夏回族自治区,year=null;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,宁夏银川,"year=2022,status=发现"
鳄雀鳝,鳄雀鳝,REPORTED_IN,密苏里州,year=null;status=原生
鳄雀鳝,鳄雀鳝,REPORTED_IN,密苏里河下游,year=null;status=历史记录
鳄雀鳝,鳄雀鳝,REPORTED_IN,密西西比州,year=null;status=原生
鳄雀鳝,鳄雀鳝,REPORTED_IN,尼加拉瓜湖泊,year=null;status=原产地
鳄雀鳝,鳄雀鳝,REPORTED_IN,尼科西亚,year=2020;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,山东省,year=null;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,山东省,year=2022;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,山东省青岛市,year=2022-08-28;status=发现并抓获
鳄雀鳝,鳄雀鳝,REPORTED_IN,山东青岛,"year=2022,status=发现并捕获"
鳄雀鳝,鳄雀鳝,REPORTED_IN,山西省,year=null;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,巴尤杜拉尔格地区,year=null;status=研究地点
鳄雀鳝,鳄雀鳝,REPORTED_IN,巴西立,year=2011;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,常青花园中心公园,"year=2022,status=发现并捕获"
鳄雀鳝,鳄雀鳝,REPORTED_IN,常青花园中心公园人工湖,"year=2022,status=发现并捕获"
鳄雀鳝,鳄雀鳝,REPORTED_IN,广东佛山,"year=2022,status=发现"
鳄雀鳝,鳄雀鳝,REPORTED_IN,广东广州,"year=2023,status=发现并捕获"
鳄雀鳝,鳄雀鳝,REPORTED_IN,广东深圳,"year=2022,status=发现并捕获"
鳄雀鳝,鳄雀鳝,REPORTED_IN,广东省,year=null;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,广东省,year=null;status=有野外分布记录
鳄雀鳝,鳄雀鳝,REPORTED_IN,广东省,year=2023-12-05;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,广东省广州市白云湖,year=2023-12-05;status=成功捕获
鳄雀鳝,鳄雀鳝,REPORTED_IN,广州市,year=2023-12-05;status=发现并抓获
鳄雀鳝,鳄雀鳝,REPORTED_IN,广州市白云区,"year=2023,status=发现并捕获"
鳄雀鳝,鳄雀鳝,REPORTED_IN,广州市白云区槎龙社区,"year=2023,status=发现并捕获"
鳄雀鳝,鳄雀鳝,REPORTED_IN,广州白云公园,"year=2023,status=发现并捕获"
鳄雀鳝,鳄雀鳝,REPORTED_IN,广州白云区,year=2023-12-05;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,广州社区公园封闭水域,"year=2023,status=发现并捕获"
鳄雀鳝,鳄雀鳝,REPORTED_IN,广水市,"year=2022,status=发现"
鳄雀鳝,鳄雀鳝,REPORTED_IN,广西壮族自治区,year=null;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,广西壮族自治区,year=2022;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,广西扶绥,"year=2022,status=发现并灭杀"
鳄雀鳝,鳄雀鳝,REPORTED_IN,广西桂平,"year=2022,status=发现并捕获"
鳄雀鳝,鳄雀鳝,REPORTED_IN,庞恰特雷恩湖,year=null;status=历史记录
鳄雀鳝,鳄雀鳝,REPORTED_IN,德克萨斯州,year=null;status=原生
鳄雀鳝,鳄雀鳝,REPORTED_IN,德克萨斯州扼流峡谷水库,year=null;status=研究地点
鳄雀鳝,鳄雀鳝,REPORTED_IN,戈涅利坝水库,year=2020;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,成都市,"year=2022,status=发现"
鳄雀鳝,鳄雀鳝,REPORTED_IN,扶绥县渠黎镇,"year=2022,status=发现并灭杀"
鳄雀鳝,鳄雀鳝,REPORTED_IN,新加坡,year=2011;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,新疆维吾尔自治区,year=null;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,无锡小区人工湖,"year=2022,status=发现并捕获"
鳄雀鳝,鳄雀鳝,REPORTED_IN,无锡市,"year=2022,status=发现并捕获"
鳄雀鳝,鳄雀鳝,REPORTED_IN,无锡市,year=2022-11-09;status=发现并抓获
鳄雀鳝,鳄雀鳝,REPORTED_IN,昆明小区观景池,"year=2022,status=发现并捕获"
鳄雀鳝,鳄雀鳝,REPORTED_IN,昆明市,"year=2022,status=发现并捕获"
鳄雀鳝,鳄雀鳝,REPORTED_IN,月湖,year=1910;status=历史记录
鳄雀鳝,鳄雀鳝,REPORTED_IN,桂平市,"year=2022,status=发现并捕获"
鳄雀鳝,鳄雀鳝,REPORTED_IN,梅雷多西亚,year=1922;status=最北端确认捕获
鳄雀鳝,鳄雀鳝,REPORTED_IN,槎龙社区公园,"year=2023,status=发现并捕获"
鳄雀鳝,鳄雀鳝,REPORTED_IN,武汉市东西湖区,"year=2022,status=发现并捕获"
鳄雀鳝,鳄雀鳝,REPORTED_IN,汝州市,year=2022;status=发现并捕获
鳄雀鳝,鳄雀鳝,REPORTED_IN,汝州市,"year=2022,status=发现并捕获"
鳄雀鳝,鳄雀鳝,REPORTED_IN,汝州市,year=2022-08-30;status=发现并抓获
鳄雀鳝,鳄雀鳝,REPORTED_IN,江津区,"year=2022,status=发现"
鳄雀鳝,鳄雀鳝,REPORTED_IN,江苏无锡,"year=2022,status=发现并捕获"
鳄雀鳝,鳄雀鳝,REPORTED_IN,江苏省,year=null;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,江苏省,year=2022;status=发现并咬伤人类
鳄雀鳝,鳄雀鳝,REPORTED_IN,江苏省无锡市,year=2022-11-09;status=发现并抓获
鳄雀鳝,鳄雀鳝,REPORTED_IN,江苏靖江,"year=2022,status=发现"
鳄雀鳝,鳄雀鳝,REPORTED_IN,江西省,year=null;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,河北省,year=null;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,河南汝州,"year=2022,status=发现并捕获"
鳄雀鳝,鳄雀鳝,REPORTED_IN,河南省,year=null;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,河南省汝州市,year=2022-08-30;status=发现并抓获
鳄雀鳝,鳄雀鳝,REPORTED_IN,泰国,year=2024;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,浙江台州,"year=2003,status=发现"
鳄雀鳝,鳄雀鳝,REPORTED_IN,浙江省,year=null;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,海南省,year=null;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,海韵嘉园人工湖,"year=2022,status=发现并捕获"
鳄雀鳝,鳄雀鳝,REPORTED_IN,深圳小区景观池,"year=2022,status=发现并捕获"
鳄雀鳝,鳄雀鳝,REPORTED_IN,深圳市,"year=2022,status=发现并捕获"
鳄雀鳝,鳄雀鳝,REPORTED_IN,深圳市,year=2022-09-14;status=发现并抓获
鳄雀鳝,鳄雀鳝,REPORTED_IN,清莱府,year=2024;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,渠黎镇某山庄,"year=2022,status=发现并灭杀"
鳄雀鳝,鳄雀鳝,REPORTED_IN,温江区,"year=2022,status=发现"
鳄雀鳝,鳄雀鳝,REPORTED_IN,湄公河,year=2024;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,湖北广水,"year=2022,status=发现"
鳄雀鳝,鳄雀鳝,REPORTED_IN,湖北武汉,"year=2022,status=发现并捕获"
鳄雀鳝,鳄雀鳝,REPORTED_IN,湖北省,year=null;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,湖南省,year=null;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,湖南省,year=2022;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,湖南省长沙市,year=2025-05-08;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,湖南长沙,"year=2022,status=发现"
鳄雀鳝,鳄雀鳝,REPORTED_IN,澳门,year=null;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,爱荷华州,year=null;status=已灭绝
鳄雀鳝,鳄雀鳝,REPORTED_IN,甘肃省,year=null;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,田纳西州,year=null;status=原生
鳄雀鳝,鳄雀鳝,REPORTED_IN,白云湖,year=2023-12-05;status=成功捕获
鳄雀鳝,鳄雀鳝,REPORTED_IN,福建厦门,"year=2026,status=发现并捕获"
鳄雀鳝,鳄雀鳝,REPORTED_IN,福建寺庙放生池,"year=2022,status=发现并捕获"
鳄雀鳝,鳄雀鳝,REPORTED_IN,福建省,year=null;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,福建省,year=null;status=有野外分布记录
鳄雀鳝,鳄雀鳝,REPORTED_IN,福建省,year=2022-09-10;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,肯塔基州,year=null;status=原生
鳄雀鳝,鳄雀鳝,REPORTED_IN,自贡市,"year=2022,status=发现并捕获"
鳄雀鳝,鳄雀鳝,REPORTED_IN,荃湾,year=2009;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,萨姆雷本湖,year=2023;status=记录
鳄雀鳝,鳄雀鳝,REPORTED_IN,西伊利诺伊州,year=null;status=已灭绝
鳄雀鳝,鳄雀鳝,REPORTED_IN,西宁市,"year=2022,status=发现"
鳄雀鳝,鳄雀鳝,REPORTED_IN,西山风景区莲池,"year=2022,status=发现并捕获"
鳄雀鳝,鳄雀鳝,REPORTED_IN,西藏自治区,year=null;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,贵州省,year=null;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,路易斯安那州,year=null;status=原生
鳄雀鳝,鳄雀鳝,REPORTED_IN,辽宁省,year=null;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,辽宁省大连市凌水水库,year=null;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,达湖,year=2023;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,达达尔,year=2015;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,郑州市,year=2025;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,里海,year=2008;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,重庆市,year=null;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,重庆江津,"year=2022,status=发现"
鳄雀鳝,鳄雀鳝,REPORTED_IN,银川市金凤区,"year=2022,status=发现"
鳄雀鳝,鳄雀鳝,REPORTED_IN,长沙市岳麓区,"year=2022,status=发现"
鳄雀鳝,鳄雀鳝,REPORTED_IN,长沙市开福区,year=2025-05-08;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,阿拉巴马州,year=null;status=原生
鳄雀鳝,鳄雀鳝,REPORTED_IN,阿肯色州,year=null;status=原生
鳄雀鳝,鳄雀鳝,REPORTED_IN,陕西省,year=null;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,青岛小区人工湖,"year=2022,status=发现并捕获"
鳄雀鳝,鳄雀鳝,REPORTED_IN,青岛市,year=2022-08-28;status=发现并抓获
鳄雀鳝,鳄雀鳝,REPORTED_IN,青岛市黄岛区,"year=2022,status=发现并捕获"
鳄雀鳝,鳄雀鳝,REPORTED_IN,青海省,year=null;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,青海省,year=2022;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,青海西宁,"year=2022,status=发现"
鳄雀鳝,鳄雀鳝,REPORTED_IN,靖江市,"year=2022,status=发现"
鳄雀鳝,鳄雀鳝,REPORTED_IN,韦拉克鲁斯州,year=null;status=原生
鳄雀鳝,鳄雀鳝,REPORTED_IN,香港,year=2009;status=发现
鳄雀鳝,鳄雀鳝,REPORTED_IN,黑龙江省,year=null;status=发现
